address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;28;1;0;Studio e kitnet;2320;3431;04105-001;Sul
Rua Santo Irineu;Bosque da Saúde;80;3;2;Apartamento;3000;4814;04127-120;Sul
Brooklin, São Paulo - Sp, 04564-000, Brasil;Brooklin;198;3;3;Apartamento;12000;15980;04564-000;Sul
Rua Coronel Francisco Júlio César Alfieri;Vila Sao Paulo;70;2;1;Apartamento;1900;3274;04651-000;Sul
Rua Desembargador Bandeira de Mello;Santo Amaro;111;3;0;Apartamento;1650;2678;04744-000;Sul
Rua Américo Brasiliense;Chácara Santo Antônio (zona Sul);28;1;1;Apartamento;2000;3835;04715-001;Sul
Rua Paula Ney;Vila Mariana;67;2;2;Apartamento;2700;4720;04107-020;Sul
Rua da Mata;Itaim Bibi;86;2;1;Apartamento;4200;5709;04531-020;Sul
Rua Tabapuã;Itaim Bibi;85;3;1;Apartamento;5300;7151;04533-000;Sul
Avenida Chibarás;Planalto Paulista;24;1;0;Studio e kitnet;25000;26710;04029-100;Sul
Rua dos Jacintos;Mirandópolis;44;1;1;Apartamento;1600;2809;04049-050;Sul
Rua Bueno Brandão;Vila Nova Conceição;167;2;3;Apartamento;15000;19540;04509-020;Sul
Avenida Ibijaú;Moema;68;2;2;Apartamento;5250;8369;04523-010;Sul
Rua Henrique Fausto Lancelotti;Vila Congonhas;43;1;1;Apartamento;2000;3847;04625-005;Sul
Rua do Manifesto;Ipiranga;110;2;1;Casa;2800;3040;04201-050;Sul
Rua Vinte E Oito de Setembro;Vila Dom Pedro I;80;2;0;Casa;2400;2502;04267-000;Sul
Avenida dos Ourives;Parque Bristol;44;2;0;Apartamento;1100;1404;04194-260;Sul
Rua Antônio Chagas;Chácara Santo Antônio (zona Sul);100;2;0;Apartamento;2825;3059;04733-000;Sul
Rua Albino Boldasso Gabril;Vila Cruzeiro;44;1;0;Apartamento;1200;1391;04727-030;Sul
Rua Giacomo Cozzarelli;Vila Santa Teresa (zona Sul);48;2;1;Apartamento;1150;1509;04190-000;Sul
Av Eng. Armando de Arruda Pereira;Vila do Encontro;44;1;1;Apartamento;1280;1863;04045-010;Sul
Rua Paula Ney;Vila Mariana;75;2;0;Casa;2900;3224;04107-020;Sul
Rua José Benedito Salinas;Jardim Itapeva;68;2;1;Apartamento;2440;3101;04674-200;Sul
Rua Dom Miguel Costa;Vila Gumercindo;140;3;1;Casa;2990;3274;04129-060;Sul
Rua José Sebastião de Sá;Jardim do Carmo;104;2;1;Casa em condomínio;3700;4112;04674-020;Sul
Rua Jaguari;Bosque da Saúde;167;4;2;Casa;3900;3965;04137-080;Sul
Rua Santo Irineu;Bosque da Saúde;82;2;1;Casa;3400;3680;04127-120;Sul
Rua Foz do Jutaí;Vila Água Funda;64;1;1;Casa;1600;1668;04155-120;Sul
Avenida dos Ourives;Jardim São Savério;52;2;1;Apartamento;1270;1879;04194-260;Sul
Rua Albino Boldasso Gabril;Vila Cruzeiro;37;1;0;Casa;1350;1551;04727-030;Sul
Rua Bela Cintra;Consolação;55;1;1;Apartamento;3300;4309;04421-230;Sul
Rua Oneyda Alvarenga;Vila da Saúde;62;2;1;Apartamento;2000;2979;04146-020;Sul
Rua Califórnia;Cidade Monções;70;2;1;Casa;3800;3961;04566-060;Sul
Avenida Padre Arlindo Vieira;Vila Vermelha;70;2;1;Apartamento;1266;1909;04182-001;Sul
Rua Doutor Tomás Carvalhal;Paraíso;55;1;0;Apartamento;3800;5467;04006-000;Sul
Rua Pierre de Beranger;Campo Grande;70;1;0;Casa;1500;1525;04676-050;Sul
Rua Coronel Luís de Faria E Sousa;Vila do Encontro;45;1;1;Casa;1587;1765;04323-010;Sul
Rua Jorge Tibiriçá;Vila Mariana;68;2;1;Apartamento;5700;6564;04119-000;Sul
Rua Américo Brasiliense;Chácara Santo Antônio (zona Sul);51;2;2;Apartamento;3822;4860;04715-001;Sul
Rua Professor Arnaldo João Semeraro;Jardim Santa Emília;52;2;1;Apartamento;3000;3406;04183-000;Sul
Rua Bragança Paulista;Vila Cruzeiro;76;3;1;Apartamento;4000;4983;04726-010;Sul
Avenida Jabaquara;Mirandópolis;62;2;1;Apartamento;4500;5891;04046-000;Sul
Avenida Vereador José Diniz;Santo Amaro;42;1;1;Apartamento;3290;4101;04604-000;Sul
Rua dos Turumãs;Vila Parque Jabaquara;50;2;1;Apartamento;1890;2410;04346-080;Sul
Rua Bitencourt Sampaio;Vila Mariana;67;3;2;Apartamento;4000;5439;04126-060;Sul
Rua Marquês de Lages;Vila das Merces;54;2;1;Apartamento;2420;3015;04154-000;Sul
Rua Bom Pastor;Ipiranga;34;1;1;Apartamento;2340;3121;04203-050;Sul
Rua Bela Cintra;Consolação;45;1;1;Apartamento;2443;3017;04421-230;Sul
Rua Vieira de Morais;Campo Belo;42;1;1;Studio e kitnet;3800;4806;04601-000;Sul
Avenida Santo Amaro;Santo Amaro;153;2;0;Casa;3750;4185;04506-000;Sul
Avenida Damasceno Vieira;Vila Mascote;54;2;1;Apartamento;1920;2756;04363-040;Sul
Avenida Eulália;Vila Fachini;100;4;1;Casa;1980;2064;04326-130;Sul
Rua Dom Macário;Saúde;54;2;1;Apartamento;1200;1587;04292-040;Sul
Rua Céu Tropical;Conjunto Residencial Jardim Canaã;133;2;2;Casa;3500;3654;04382-120;Sul
Rua Alencar Araripe;Sacomã;54;2;1;Apartamento;1100;1914;04253-000;Sul
Rua Clodomiro Amazonas;Vila Olímpia;90;2;0;Apartamento;3500;4352;04531-000;Sul
Avenida Jacutinga;Indianópolis;50;1;1;Apartamento;4100;5572;04515-030;Sul
Rua Rita Joana de Sousa;Brooklin Novo;175;3;3;Casa;6600;7192;04601-060;Sul
Rua Joaquim Távora;Vila Mariana;28;1;0;Apartamento;3500;3895;04015-010;Sul
Rua Azevedo Macedo;Vila Mariana;28;1;0;Apartamento;3450;4133;04013-060;Sul
Avenida Aratãs;Indianópolis;72;2;1;Apartamento;4500;5555;04029-200;Sul
Avenida Santa Catarina;Vila Mascote;55;1;1;Apartamento;2150;2831;04635-000;Sul
Rua Doutora Neyde Apparecida Sollitto;Vila Clementino;35;1;0;Studio e kitnet;1200;1216;04022-040;Sul
Rua Jovina;Vila Mascote;30;1;0;Apartamento;1730;1922;04363-080;Sul
Avenida Santo Amaro;Vila Nova Conceição;28;1;0;Apartamento;4100;4642;04506-000;Sul
Avenida João Barreto de Menezes;Vila Santa Catarina;61;2;1;Apartamento;2800;3702;04370-006;Sul
Rua Vieira de Morais;Campo Belo;52;1;1;Studio e kitnet;4000;5149;04601-000;Sul
Rua Cesar Vallejo;Real Parque;180;3;3;Apartamento;8000;11790;04533-085;Sul
Rua Tuiucuê;Jardim da Saúde;135;3;3;Apartamento;3500;5688;04149-130;Sul
Rua Taciba;Vila Babilonia;30;1;0;Apartamento;1100;1172;04350-000;Sul
Rua Doutor Antônio Bento;Santo Amaro;106;3;2;Apartamento;7000;8572;04750-010;Sul
Avenida Jabaquara;Mirandópolis;44;2;2;Apartamento;3200;4548;04046-000;Sul
Avenida Santo Amaro;Brooklin Paulista;34;1;1;Studio e kitnet;3900;4850;04559-010;Sul
Avenida Professor Ascendino Reis;Indianópolis;25;1;0;Apartamento;3600;4239;04027-000;Sul
Rua Carmo do Rio Verde;Jardim Caravelas;91;3;2;Apartamento;5500;6729;04729-010;Sul
Avenida Rouxinol;Moema;53;1;1;Studio e kitnet;2300;3961;04506-000;Sul
Rua Cipriano Barata;Ipiranga;89;3;2;Apartamento;4140;5885;04205-000;Sul
Rua Santa Justina;Vila Olímpia;80;2;1;Apartamento;3500;5306;04545-040;Sul
Rua João Pais;Santo Amaro;121;2;2;Apartamento;7100;8920;04603-039;Sul
Alameda Santos;Jardim Paulista;100;3;1;Apartamento;3400;5794;04003-000;Sul
Rua Lacedemônia;Jardim Brasil (zona Sul);90;3;2;Apartamento;2920;4367;04634-020;Sul
Rua Machado Bittencourt;Vila Clementino;86;2;1;Apartamento;2500;4102;04039-000;Sul
Rua Joaquim Floriano;Itaim Bibi;107;2;0;Apartamento;13900;15530;04534-000;Sul
Moema, São Paulo - Sp, 04524-000, Brasil;Moema;170;3;2;Apartamento;15000;17980;04524-000;Sul
Rua Bagé;Vila Mariana;140;4;3;Apartamento;8900;12030;04012-140;Sul
Avenida Giovanni Gronchi;Vila Andrade;91;3;2;Apartamento;2600;4487;04533-085;Sul
Rua Francisco Tapajós;Vila Santo Estéfano;60;2;1;Apartamento;1800;3564;04123-000;Sul
Rua Brás Cardoso;Vila Nova Conceição;43;1;1;Apartamento;2900;5282;04510-030;Sul
Rua Nhu-guaçu;Nova Piraju;60;2;1;Apartamento;7500;9157;04625-000;Sul
Rua Kansas;Brooklin;84;2;2;Apartamento;11000;13440;04558-000;Sul
Rua Cipriano Barata;Ipiranga;64;2;0;Apartamento;2100;2783;04205-000;Sul
Dr Djalma Pinheiro Frranco;Vila Mascote;86;2;2;Apartamento;2900;4216;04368-006;Sul
Rua Major Freire;Vila Monte Alegre;70;2;1;Apartamento;2370;3436;04306-000;Sul
Rua Arthur Baptistucci;Vila Santo Estéfano;95;2;0;Casa;1250;1428;04153-020;Sul
Rua Cláudio Mendonça;Parque Jabaquara;178;3;2;Casa;2950;3297;04358-110;Sul
Rua Caramuru;Saúde;229;3;2;Casa;3850;4428;04138-000;Sul
Rua Antônio Marcondes;Vila Dom Pedro I;37;1;0;Studio e kitnet;2600;3284;04267-020;Sul
Rua Giacomo Cozarelli;Vila Santa Teresa (zona Sul);48;2;1;Apartamento;1129;1523;04190-000;Sul
Avenida Ceci;Planalto Paulista;120;3;2;Casa;4284;4730;04065-000;Sul
Rua Paracatu;Parque Imperial;70;2;0;Apartamento;1855;2292;04302-020;Sul
Rua dos Jacintos;Mirandópolis;119;2;0;Casa;3010;3471;04049-050;Sul
Rua Dois de Julho;Ipiranga;49;1;1;Apartamento;3200;4052;04215-000;Sul
Rua Silva Bueno;Ipiranga;60;1;0;Apartamento;1280;1865;04208-000;Sul
Rua Arroio Grande;Sacoma;75;3;2;Casa;2163;2468;04253-050;Sul
Rua Amadis;Ipiranga;35;1;0;Apartamento;1600;1621;04221-000;Sul
Avenida Marginal;Vila Cristália;42;2;0;Apartamento;1500;1573;04257-245;Sul
Avenida Túlio Teodoro de Campos;Vila Paulista;57;3;1;Apartamento;2255;2724;04360-040;Sul
Avenida Leonardo da Vinci;Vila Guarani (z Sul);96;3;1;Apartamento;2750;3872;04310-001;Sul
Avenida Túlio Teodoro de Campos;Vila Paulista;35;1;1;Apartamento;2290;2702;04360-040;Sul
Rua Debret;Vila São José;50;1;0;Studio e kitnet;1800;2289;04274-010;Sul
Rua Dom Bernardo Nogueira;Vila Gumercindo;69;3;1;Apartamento;2700;3843;04134-000;Sul
Rua Sava;Vila Moinho Velho;115;3;3;Casa em condomínio;10000;10630;04283-020;Sul
Rua Mercedes Salano Castineiras;Jardim Patente Novo;58;2;1;Apartamento;1765;2459;04256-177;Sul
Avenida Onze de Junho;Vila Clementino;42;1;0;Apartamento;2950;3422;04041-000;Sul
Avenida Patente;Jardim Patente;50;1;0;Apartamento;1200;1386;04243-000;Sul
Avenida Interlagos;Jardim Marajoara;60;2;1;Apartamento;2200;2990;04679-250;Sul
Rua Quinze de Setembro;Saúde;75;3;1;Apartamento;3000;4415;04053-070;Sul
Rua Bacaetava;Vila Gertrudes;90;3;1;Apartamento;3758;4991;04705-010;Sul
Rua Cônego José Norberto;Jardim da Saúde;46;1;0;Casa;900;983;04288-080;Sul
Rua General Chagas Santos;Vila da Saúde;59;2;1;Apartamento;4000;4404;04146-050;Sul
Avenida General Valdomiro de Lima;Jabaquara;34;1;1;Apartamento;2500;2946;04344-070;Sul
Rua Amadis;Ipiranga;33;1;0;Apartamento;1600;1621;04221-000;Sul
Rua das Rosas;Mirandópolis;150;3;2;Casa;6000;6735;04048-000;Sul
Rua Casa do Ator;Vila Olímpia;150;2;2;Casa;5900;7040;04546-000;Sul
Rua João Alfredo;Santo Amaro;38;2;0;Apartamento;2100;2547;04672-000;Sul
Rua Monsenhor Magaldi;Jardim Promissão;110;4;1;Casa;2207;3221;04753-120;Sul
Rua Dom Vilares;Vila das Merces;28;1;1;Casa;890;1098;04160-000;Sul
Rua Doutor Francisco José Longo;Chácara Inglesa;57;2;1;Apartamento;3800;4747;04140-060;Sul
Avenida Muzambinho;Vila Fachini;46;1;0;Casa;1155;1279;04334-040;Sul
Rua Amadis;Ipiranga;34;1;0;Apartamento;1600;1621;04221-000;Sul
R. Bela Cintra;Consolação;51;2;1;Apartamento;4500;5291;04421-230;Sul
Rua Eduardo Ferreira Franca;Cursino;50;1;0;Casa em condomínio;1287;1411;04157-000;Sul
Rua Fernando de Noronha;Chácara Inglesa;68;2;1;Apartamento;2184;3007;04141-050;Sul
Rua Major Freire;Vila Monte Alegre;48;1;0;Apartamento;2125;2652;04306-000;Sul
Rua Maratona;Vila Alexandria;70;3;1;Apartamento;2800;4210;04635-040;Sul
Avenida Rouxinol;Indianópolis;66;2;1;Apartamento;4830;6127;04506-000;Sul
Rua Azevedo Macedo;Vila Mariana;30;1;0;Studio e kitnet;3500;4219;04013-060;Sul
Rua Verinha Darcy;Brooklin Paulista;168;3;2;Casa em condomínio;9000;10210;04622-040;Sul
Avenida Miruna;Indianópolis;38;1;1;Studio e kitnet;3000;4019;04084-000;Sul
Rua Brás Cubas;Centro;210;3;1;Apartamento;2500;3394;04109-040;Sul
Rua Doutor Ferreira Lopes;Vila Sofia;90;3;2;Apartamento;1450;2739;04672-080;Sul
Rua Vapabussu;Jardim Aeroporto;73;2;2;Apartamento;5000;6397;04627-003;Sul
Avenida Jabaquara;Mirandópolis;33;1;1;Apartamento;2000;2736;04046-000;Sul
Rua Dom Vilares;Vila das Merces;29;1;1;Casa;949;1159;04160-000;Sul
Avenida Marginal Direita Anchieta;Vila Arapua;63;3;1;Apartamento;1890;2594;04247-010;Sul
Rua Francisco Tapajós;Vila Santo Estefano;60;2;1;Apartamento;4230;5089;04123-000;Sul
Rua Caramuru;Vila da Saúde;24;1;0;Apartamento;2400;2845;04138-000;Sul
Avenida Santo Albano;Vila Vera;63;2;1;Apartamento;3000;3796;04296-000;Sul
Rua Manuel Cherem;Vila Paulista;55;2;1;Apartamento;2200;2964;04360-030;Sul
Rua Antônio Guarmerino;Jardim Celeste;57;2;1;Apartamento;1370;2058;04195-140;Sul
Rua Il Sogno Di Anarello;Vila Mariana;35;1;1;Apartamento;2670;3804;04012-040;Sul
Rua Lucrécia Maciel;Jabaquara;51;2;1;Apartamento;2800;3555;04314-130;Sul
Rua Bom Pastor;Ipiranga;210;3;2;Casa;8000;8362;04203-050;Sul
Rua das Seringueiras;Vila Parque Jabaquara;52;2;1;Apartamento;3200;4181;04321-070;Sul
Rua Correia de Lemos;Chácara Inglesa;50;2;1;Apartamento;1840;2885;04140-000;Sul
Rua Professor Doutor José Marques da Cruz;Jardim das Acacias;27;1;0;Studio e kitnet;3320;4153;04707-020;Sul
Rua Ática;Jardim Brasil (zona Sul);75;2;1;Apartamento;1700;2915;04634-040;Sul
Rua Tamoios;Jardim Aeroporto;25;1;0;Studio e kitnet;1990;2126;04630-000;Sul
Rua Guararapes;Brooklin;50;1;1;Apartamento;2660;4225;04561-000;Sul
Rua Dois de Julho;Ipiranga;39;1;1;Apartamento;1880;2991;04215-000;Sul
Avenida Ibijaú;Moema;130;3;2;Apartamento;8200;10340;04523-010;Sul
Rua Antônio Pontes Câmara;Vila Olímpia;120;3;2;Casa;5300;5810;04549-040;Sul
Rua Kansas;Brooklin Paulista;66;2;1;Apartamento;6500;7980;04558-000;Sul
Rua Casa do Ator;Vila Olímpia;160;2;2;Apartamento;7460;10400;04546-000;Sul
Rua Bandeira Paulista;Itaim Bibi;85;1;2;Apartamento;7839;10240;04532-010;Sul
Rua Gabriele D'annunzio;Campo Belo;58;1;2;Apartamento;5800;6827;04619-000;Sul
Rua Doutor Tomás Alves;Vila Mariana;30;1;1;Apartamento;4100;4860;04017-070;Sul
Rua Duque Costa;Interlagos;66;3;1;Apartamento;3000;4005;04662-002;Sul
Avenida Pavão;Indianópolis;50;1;1;Apartamento;4000;5247;04516-012;Sul
Rua Tapuias;Socorro;70;3;1;Apartamento;3190;4113;04763-080;Sul
Rua das Flechas;Vila Santa Catarina;81;2;1;Apartamento;6800;7703;04364-030;Sul
Avenida Doutor Cardoso de Melo;Vila Olímpia;123;3;2;Apartamento;7800;10520;04548-000;Sul
Rua Gandavo;Vila Clementino;70;1;0;Apartamento;2615;3366;04023-000;Sul
Rua Arminda;Vila Olímpia;70;3;1;Apartamento;3900;5060;04545-100;Sul
Avenida Cupecê;Cidade Ademar;54;2;1;Apartamento;1955;2831;04366-000;Sul
Rua Urimonduba;Itaim Bibi;120;2;1;Apartamento;7500;9325;04530-080;Sul
Rua das Fiandeiras;Vila Olímpia;40;1;1;Apartamento;2300;4009;04506-000;Sul
Rua das Flechas;Vila Santa Catarina;98;3;1;Apartamento;2100;3290;04364-030;Sul
Rua Ipiranga;Jardim Aeroporto;63;2;1;Apartamento;5200;6161;04633-000;Sul
Rua Joaquim Floriano;Itaim Bibi;28;1;0;Apartamento;5000;5873;04534-000;Sul
Avenida Doutor Cardoso de Melo;Vila Olímpia;77;3;1;Apartamento;4500;6238;04548-000;Sul
Rua Pedroso Alvarenga;Itaim Bibi;29;1;1;Studio e kitnet;5700;6404;04531-000;Sul
Rua Michigan;Cidade Monções;105;2;2;Apartamento;12500;14470;04566-000;Sul
Rua Quatá;Vila Olímpia;28;1;1;Studio e kitnet;3499;4737;04546-041;Sul
Rua Bela Cintra;Consolação;28;1;0;Apartamento;4500;5298;04421-230;Sul
Rua Xavier Gouvêia;Campo Belo;75;2;1;Apartamento;3800;5205;04610-010;Sul
Rua Fiandeiras;Itaim Bibi;82;2;2;Apartamento;11250;12880;04506-000;Sul
Rua Bela Cintra;Consolação;42;1;1;Studio e kitnet;2200;3958;04421-230;Sul
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;85;2;2;Apartamento;15000;17190;04105-001;Sul
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;27;1;0;Apartamento;4200;5536;04105-001;Sul
Rua Pedroso Alvarenga;Itaim Bibi;30;1;1;Apartamento;4500;6634;04531-000;Sul
Rua Lourdes Fernandes Grossmann;Vila Santo Estéfano;70;1;0;Casa;1400;1552;04153-050;Sul
Rua Artur Dias;Cursino;250;2;1;Casa;3200;3603;04150-070;Sul
Rua Beta;Jardim Santa Cruz (sacomã);220;4;4;Casa;3100;3386;04249-090;Sul
Rua Doutor Eduardo Lobo;Parque Imperial;109;2;3;Casa;2650;2856;04302-090;Sul
Rua Haroldo Paranhos;Parque Jabaquara;147;3;2;Casa;3440;3850;04357-060;Sul
Rua Correia de Almeida;Jabaquara;86;2;2;Casa em condomínio;2600;3014;04342-080;Sul
Rua Assungui;Vila Gumercindo;60;2;2;Apartamento;2550;3623;04131-000;Sul
Rua dos Viajantes;Vila Monumento;98;1;2;Casa;1600;1668;04261-150;Sul
Rua Coronel Artur Godói;Vila Mariana;90;3;1;Casa;4000;4544;04018-050;Sul
Rua Guilherme Bebiano Martins;Vila Vera;56;1;0;Apartamento;1460;1699;04295-020;Sul
Avenida Ceci;Planalto Paulista;190;3;3;Casa;4500;5270;04065-000;Sul
Rua Ribeirão Bonito;Vila Moinho Velho;123;3;1;Casa;3700;3841;04286-130;Sul
Rua Assungui;Vila Gumercindo;156;3;2;Casa;5130;5681;04131-000;Sul
Rua Professor Djalma Bento;Jardim Luanda;110;3;2;Casa;3500;3840;04678-020;Sul
Rua Lacedemônia;Jardim Brasil (zona Sul);63;2;1;Apartamento;2800;2908;04634-020;Sul
Avenida Sargento Geraldo Sant'ana;Jardim Taquaral;74;3;2;Apartamento;2600;3414;04674-225;Sul
Rua Isaura Abad Giacomelli;Jardim Aurelia;29;1;0;Studio e kitnet;1550;1920;04118-050;Sul
Rua Cipriano Barata;Ipiranga;199;3;6;Casa;6065;6739;04205-000;Sul
Rua Dionísio da Costa;Vila Mariana;80;2;0;Apartamento;1800;2363;04117-110;Sul
Rua Joaquim Guarani;Jardim das Acácias;29;1;0;Studio e kitnet;3000;3672;04707-060;Sul
Rua Major Maragliano;Vila Mariana;59;2;1;Apartamento;2900;4037;04017-030;Sul
Rua Francisco Siracusa;Parque Fongaro;170;2;1;Casa;2200;2347;04257-095;Sul
Rua Ângelo Perobelli;Vila Brasilina;100;2;1;Casa;1800;1876;04161-020;Sul
Rua Marquesa de Santos;Vila Dom Pedro I;41;1;2;Apartamento;2600;3425;04273-100;Sul
Rua Doutor Eduardo de Souza Aranha;Vila Nova Conceição;90;2;0;Apartamento;3500;4651;04543-120;Sul
Avenida Santo Amaro;Brooklin Paulista;36;1;1;Studio e kitnet;3400;4178;04559-010;Sul
Rua Changua;Chácara Inglesa;110;2;1;Casa;2350;2662;04141-070;Sul
Rua Conselheiro Elias de Carvalho;Vila Santa Catarina;80;1;1;Casa;2300;2498;04374-000;Sul
Rua Humberto I;Vila Mariana;87;3;0;Apartamento;2851;3411;04011-060;Sul
Rua Darwin;Jardim Santo Amaro;66;3;2;Apartamento;2920;4104;04747-040;Sul
Rua Dom Bernardo Nogueira;Vila Gumercindo;60;2;1;Apartamento;2300;3419;04134-000;Sul
Rua Domingos de Morais;Vila Mariana;66;2;1;Apartamento;2910;3416;04010-000;Sul
Rua Tangará;Vila Mariana;220;3;2;Casa;13000;14470;04019-030;Sul
Rua Jorge Duprat Figueiredo;Vila Paulista;59;1;1;Apartamento;3500;4377;04361-000;Sul
Rua Dom Bernardo Nogueira;Vila Gumercindo;56;2;1;Apartamento;2500;3379;04134-000;Sul
Rua Abagiba;Saúde;84;3;2;Apartamento;3400;4633;04294-000;Sul
Rua Francisca Emília;Vila Firmiano Pinto;192;4;2;Casa;4800;5337;04125-070;Sul
Rua Oneyda Alvarenga;Vila da Saúde;65;2;1;Apartamento;1669;2528;04146-020;Sul
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;120;2;1;Casa;4000;4170;04210-030;Sul
Rua Paulo Izzo;Jardim Alzira;95;3;2;Casa;3200;3562;04655-090;Sul
Avenida Engenheiro Armando de Arruda Pereira;Vila do Encontro;59;2;1;Apartamento;1550;2218;04045-010;Sul
Rua Rizieri Negrini;Parque Fongaro;61;3;1;Apartamento;1785;2457;04257-143;Sul
Rua Parnaíba Paoliello;Jardim Oriental;60;1;0;Casa;1350;1447;04349-190;Sul
Rua Aracuípe;Jardim Prudência;63;2;2;Apartamento;4190;5320;04649-020;Sul
Avenida José Estevão de Magalhães;Vila Campestre;110;2;2;Casa;2350;2465;04332-100;Sul
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;126;2;2;Casa;4000;4067;04210-030;Sul
Rua Manoel Salgado;Vila Caraguatá;46;2;1;Apartamento;1500;1904;04191-270;Sul
Rua Irani;Vila Brasilina;40;1;1;Studio e kitnet;1150;1236;04161-090;Sul
Rua Marquês Lages;Vila Moraes;63;2;1;Apartamento;3100;3790;04154-000;Sul
Rua Major Freire;Vila Monte Alegre;60;2;1;Apartamento;2500;3460;04306-000;Sul
Rua Machado de Assis;Vila Mariana;90;2;0;Apartamento;3000;3769;04106-001;Sul
Rua Guilherme Rehder;Parque Jabaquara;107;3;2;Casa;3500;3743;04358-140;Sul
Rua Doutor Nicolau Alberto Defina;Jardim da Saúde;52;2;0;Apartamento;1530;1939;04291-000;Sul
Rua Bento Barbosa;Chácara Santo Antônio (zona Sul);120;2;4;Casa;4500;5156;04716-020;Sul
Rua Mianos;Vila Mira;52;2;1;Apartamento;1470;2014;04377-080;Sul
Rua Ibituruna;Parque Imperial;31;1;0;Casa;1500;1680;04302-050;Sul
Avenida Doutor Lino de Moraes Leme;Vila Paulista;60;2;1;Apartamento;1590;2411;04626-911;Sul
Rua Padre Jerônimo Vermin;Jardim Maria Estela;50;2;1;Apartamento;1600;2121;04180-020;Sul
Rua Padre Luiz da Grã;Saúde;22;1;0;Casa;920;993;04294-050;Sul
Rua Paracatu;Parque Imperial;83;3;2;Apartamento;4200;5433;04302-020;Sul
Rua Joaquim Távora;Vila Mariana;70;2;1;Apartamento;3600;5027;04015-010;Sul
Alameda dos Araés;Planalto Paulista;120;3;1;Casa;3600;4012;04066-000;Sul
Rua Joaquim Távora;Vila Mariana;60;1;0;Apartamento;2100;2552;04015-010;Sul
Rua das Jóias;Vila do Encontro;90;2;0;Casa;1330;1386;04323-120;Sul
Rua José de Magalhães;Vila Clementino;106;3;2;Apartamento;4980;6731;04026-090;Sul
Avenida Conselheiro Rodrigues Alves;Vila Mariana;75;2;0;Apartamento;2650;3686;04014-000;Sul
Avenida Padre Antônio José dos Santos;Cidade Monções;64;2;1;Apartamento;4500;5539;04617-005;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;60;2;1;Apartamento;5239;6242;04545-090;Sul
Rua Doutor Mário de Campos;Americanópolis;50;2;0;Casa em condomínio;1275;1335;04336-020;Sul
Rua Professor Djalma Bento;Jardim Luanda;77;3;1;Apartamento;2500;3488;04678-020;Sul
Avenida Doutor Cardoso de Melo;Vila Olímpia;74;2;1;Apartamento;5500;7208;04548-000;Sul
Avenida Guarapiranga;Jardim das Flores;51;2;1;Apartamento;2920;3545;04762-001;Sul
Rua Correia de Lemos;Chácara Inglesa;41;1;0;Apartamento;2420;2871;04140-000;Sul
Rua Joaquim Mosqueira;Vila Guarani (z Sul);95;3;1;Apartamento;2434;3328;04313-100;Sul
Rua Ararapirá;Vila Monte Alegre;77;3;2;Apartamento;2319;3509;04069-010;Sul
Rua Lino Coutinho;Ipiranga;100;3;1;Casa;4840;5376;04207-000;Sul
Rua Zacarias de Gois;Parque Colonial;237;2;2;Casa;7800;8737;04610-060;Sul
Rua Mendes Nunes;Vila Campestre;170;3;1;Casa;1900;2065;04330-110;Sul
Rua René Zamlutti;Jardim Vila Mariana;140;3;3;Apartamento;3990;6701;04116-260;Sul
Rua Luís Correia de Melo;Vila Cruzeiro;59;1;1;Apartamento;3999;4875;04726-220;Sul
Rua Joel Carlos Borges;Cidade Monções;48;1;1;Apartamento;2300;3951;04571-170;Sul
Rua Bagé;Vila Mariana;110;3;1;Apartamento;6500;7880;04012-140;Sul
Rua Doutor Thirso Martins;Vila Mariana;116;4;2;Apartamento;4800;7252;04120-050;Sul
Rua Visconde de Aguiar Toledo;Vila Congonhas;30;1;0;Casa;2200;2543;04612-100;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;50;2;1;Apartamento;3500;4861;04537-080;Sul
Rua Maestro Cállia;Vila Mariana;60;2;1;Apartamento;2500;4120;04012-100;Sul
Rua Madre Emilie de Villeneuve;Vila Santa Catarina;79;3;2;Apartamento;2600;4030;04367-090;Sul
Avenida Senador Casimiro da Rocha;Mirandópolis;94;3;1;Apartamento;3431;5081;04047-000;Sul
Rua Antônio Guarmerino;Parque do Estado;51;2;1;Apartamento;1070;1811;04195-140;Sul
Rua Nebraska;Brooklin Novo;65;2;1;Apartamento;3120;4692;04560-010;Sul
Rua Bicudo de Brito;Vila Guarani (zona Sul);136;3;1;Casa;3900;6977;04316-060;Sul
Rua Porfírio do Nascimento;Vila Romano;75;3;1;Casa;3800;3961;04679-350;Sul
Rua Dionísio da Costa;Vila Mariana;36;1;1;Apartamento;3500;4597;04117-110;Sul
Rua François Carlier;Vila Santa Teresa (zona Sul);130;3;2;Casa;3800;4011;04190-010;Sul
Rua Salgueiral;Jardim Cidália;91;2;2;Casa;5000;5193;04652-055;Sul
Rua Maria Cuofono Salzano;Jardim Santo Antoninho;120;3;2;Casa;4200;4388;04368-060;Sul
